step,wall_time,value
1,1749477879.7869089,39.39557075500488
2,1749477879.7879088,29.775267839431763
3,1749477879.7879088,25.872328877449036
4,1749477879.7879088,23.16114455461502
5,1749477879.7879088,21.088211238384247
6,1749477879.7879088,19.468601047992706
7,1749477879.788909,18.01532804965973
8,1749477879.788909,16.95876121520996
9,1749477879.788909,15.969936549663544
10,1749477879.788909,15.193235874176025
