step,wall_time,value
0,1749490807.6450171,2.4106156826019287
1,1749490807.6450272,1.5294201374053955
2,1749490807.645032,0.44810792803764343
3,1749490807.64504,0.3111584186553955
4,1749490807.6450481,0.6507434844970703
5,1749490807.645053,0.7726919651031494
6,1749490807.645063,0.6105995178222656
7,1749490807.645067,0.9076089859008789
8,1749490807.645072,1.0727770328521729
9,1749490807.645076,1.5279254913330078
10,1749490807.6452029,1.3767000436782837
