step,wall_time,value
1,1749461740.742669,0.7530274987220764
2,1749461740.742683,0.790378212928772
3,1749461740.742694,1.3811343908309937
4,1749461740.7427,1.6638743877410889
5,1749461740.7427042,4.051884651184082
6,1749461740.742709,8.660176277160645
7,1749461740.7427142,7.951137542724609
8,1749461740.742719,5.989365100860596
9,1749461740.742723,8.251886367797852
10,1749461740.742728,6.782884120941162
