step,wall_time,value
0,1749461740.742442,10.899999618530273
1,1749461740.7424588,76.20999908447266
2,1749461740.7424672,81.38999938964844
3,1749461740.742474,73.22000122070312
4,1749461740.742479,72.87999725341797
5,1749461740.7424839,57.27000045776367
6,1749461740.742493,39.31999969482422
7,1749461740.7424982,44.029998779296875
8,1749461740.742503,54.939998626708984
9,1749461740.742508,46.349998474121094
10,1749461740.7425122,53.16999816894531
