step,wall_time,value
0,1749508832.3518806,2.2994589805603027
1,1749508832.3518806,1.6454191207885742
2,1749508832.3518806,0.6696502566337585
3,1749508832.3518806,0.7241620421409607
4,1749508832.3518806,0.671562135219574
5,1749508832.3518806,0.7259796261787415
6,1749508832.3518806,0.7237898111343384
7,1749508832.3518806,0.6848909854888916
8,1749508832.3518806,0.6612382531166077
9,1749508832.3518806,0.7326978445053101
10,1749508832.3518806,0.7160831093788147
11,1749508832.3518806,0.69610196352005
12,1749508832.3518806,0.7186035513877869
13,1749508832.3518806,0.6744924783706665
14,1749508832.3518806,0.7324823141098022
15,1749508832.3518806,0.6602372527122498
16,1749508832.3518806,0.7030069231987
17,1749508832.3518806,0.6868277192115784
18,1749508832.3518806,0.7069443464279175
19,1749508832.3518806,0.6762809753417969
20,1749508832.3518806,0.6985059976577759
