step,wall_time,value
5,1749568879.3543181,15.234375
7,1749568880.28762,14.453125
15,1749568884.002211,15.8203125
16,1749568884.4683719,17.09558868408203
21,1749568886.7963881,19.424715042114258
22,1749568887.266311,20.07472801208496
23,1749568887.7324932,20.99609375
28,1749568890.040017,25.565732955932617
30,1749568890.959872,26.663307189941406
37,1749568894.200185,31.846216201782227
39,1749568895.1312242,33.37890625
42,1749568896.533244,35.5014533996582
49,1749568899.853986,39.3125
51,1749568900.804087,40.534854888916016
52,1749568901.2819688,41.00825500488281
56,1749568903.19649,43.18804931640625
66,1749568908.041235,48.26259231567383
69,1749568909.507105,49.41964340209961
72,1749568910.987724,50.29965591430664
78,1749568913.934649,52.13607406616211
81,1749568915.39954,53.163108825683594
85,1749568917.375267,54.28779220581055
89,1749568919.334997,55.56423568725586
94,1749568921.8113039,57.014801025390625
95,1749568922.295147,57.25911331176758
104,1749568926.7460449,59.255950927734375
106,1749568927.737452,59.688961029052734
107,1749568928.230384,59.84519577026367
111,1749568930.252598,60.58175277709961
116,1749568932.7501929,61.47836685180664
121,1749568935.210065,62.314292907714844
127,1749568938.153444,63.43994140625
134,1749568941.607403,64.45601654052734
136,1749568942.58035,64.763916015625
138,1749568943.575553,65.08543395996094
142,1749568945.553921,65.64138793945312
145,1749568947.032964,66.0423812866211
146,1749568947.532442,66.16177368164062
151,1749568949.9832299,66.87911224365234
156,1749568952.4417741,67.4363021850586
160,1749568954.400296,67.89111328125
161,1749568954.896842,67.99285888671875
167,1749568957.885035,68.5453872680664
171,1749568959.830715,68.84992980957031
175,1749568961.7757702,69.18057250976562
188,1749568968.08042,70.2463607788086
190,1749568969.050973,70.41475677490234
194,1749568971.007545,70.75720977783203
201,1749568974.488929,71.2909927368164
202,1749568974.986144,71.35160064697266
203,1749568975.492276,71.41544342041016
211,1749568979.450767,72.05925750732422
213,1749568980.409524,72.19625854492188
214,1749568980.883926,72.26017761230469
216,1749568981.8469381,72.38623046875
219,1749568983.3335192,72.48934936523438
221,1749568984.3335419,72.58235168457031
223,1749568985.423167,72.705078125
225,1749568986.526224,72.80489349365234
227,1749568987.5963688,72.92008972167969
232,1749568990.288696,73.16925811767578
239,1749568994.0112598,73.48958587646484
252,1749569000.903831,74.15699005126953
257,1749569003.565085,74.36106872558594
260,1749569005.087064,74.51508331298828
275,1749569012.653534,75.27456665039062
280,1749569015.1570828,75.48654174804688
286,1749569018.1726542,75.73225402832031
297,1749569023.77174,76.11157989501953
299,1749569024.7831092,76.15103912353516
305,1749569027.884963,76.30463409423828
307,1749569028.913714,76.3900146484375
313,1749569032.041883,76.6222152709961
324,1749569037.914214,76.97595977783203
326,1749569038.9865851,77.05944061279297
327,1749569039.523243,77.08174896240234
332,1749569042.249095,77.27806091308594
333,1749569042.793102,77.30866241455078
338,1749569045.540019,77.46358489990234
340,1749569046.644772,77.52932739257812
341,1749569047.1891599,77.56761932373047
353,1749569053.865864,77.8689956665039
363,1749569059.4773061,78.07563781738281
370,1749569063.459357,78.2492446899414
372,1749569064.607085,78.2967529296875
374,1749569065.7473762,78.34166717529297
376,1749569066.891754,78.42340850830078
378,1749569068.0519419,78.46099853515625
388,1749569073.815876,78.69336700439453
391,1749569075.553246,78.78268432617188
395,1749569077.870962,78.8944091796875
405,1749569083.704855,79.06211853027344
411,1749569087.1732569,79.15465545654297
412,1749569087.749978,79.17486572265625
414,1749569088.900914,79.20368957519531
420,1749569092.371655,79.27738952636719
424,1749569094.6929002,79.32169342041016
429,1749569097.579517,79.38953399658203
436,1749569101.612052,79.51229858398438
443,1749569105.631814,79.60479736328125
450,1749569109.641172,79.65631866455078
454,1749569111.931181,79.67891693115234
456,1749569113.0696461,79.69091796875
465,1749569118.198855,79.76797485351562
469,1749569139.3913422,81.25
476,1749569142.9768791,78.22265625
485,1749569147.913599,71.78308868408203
492,1749569151.746041,71.12630462646484
496,1749569153.929512,70.92633819580078
499,1749569155.563693,70.66532135009766
505,1749569158.8079958,69.10895538330078
