step,wall_time,value
0,1749386386.1115355,9.01898741722107
1,1749386386.1115355,70.75751423835754
2,1749386386.1115355,83.30696225166321
3,1749386386.1115355,86.87697649002075
4,1749386386.1115355,89.05261158943176
5,1749386386.1115355,90.25909900665283
6,1749386386.1115355,91.35680198669434
7,1749386386.1115355,92.21716523170471
8,1749386386.1115355,93.00830960273743
9,1749386386.1115355,93.51266026496887
10,1749386386.1115355,94.1257894039154
