step,wall_time,value
5,1749377998.3076642,0.3380468785762787
7,1749378003.3676295,0.08210937678813934
15,1749378022.7018516,0.12148437649011612
16,1749378025.0980198,0.10910157114267349
21,1749378037.3234491,0.08738281577825546
22,1749378039.7259223,0.08597656339406967
23,1749378042.107723,0.07863281667232513
28,1749378054.2783666,0.07710938155651093
30,1749378059.056552,0.06312500685453415
37,1749378075.9489443,0.058515626937150955
39,1749378080.798628,0.060468751937150955
42,1749378088.3922656,0.04937500134110451
49,1749378101.2422388,1.1605859994888306
51,1749378103.6425323,0.797656238079071
52,1749378104.7415926,0.6726953387260437
56,1749378109.4633157,0.29691407084465027
66,1749378120.7489715,0.07074218988418579
69,1749378124.0376976,0.08945312350988388
72,1749378127.342891,0.08835937827825546
78,1749378134.013162,0.08308593928813934
81,1749378137.3679698,0.0715624988079071
85,1749378141.725143,0.04898437485098839
89,1749378146.1106713,0.044921875
94,1749378151.750624,0.041328128427267075
95,1749378152.89993,0.044453125447034836
104,1749378168.9690409,1.2301172018051147
106,1749378173.2715595,1.1930469274520874
107,1749378175.4064703,1.169101595878601
111,1749378183.7350717,1.2260156869888306
116,1749378194.3545148,1.2373437881469727
121,1749378204.8802028,1.2157031297683716
127,1749378217.558887,1.2039453983306885
134,1749378232.0821302,1.127109408378601
136,1749378236.40201,1.146640658378601
138,1749378240.5517304,1.096640706062317
142,1749378249.1641319,0.94957035779953
145,1749378255.8134887,1.884765625
146,1749378257.8991601,2.6313674449920654
151,1749378268.4105558,1.445859432220459
156,1749378278.9628565,1.2096484899520874
160,1749378287.1968408,1.2334765195846558
161,1749378289.441365,1.279687523841858
167,1749378301.8524573,1.2273437976837158
171,1749378310.133239,1.1240234375
175,1749378318.4550707,0.825390636920929
188,1749378345.8932657,0.19917969405651093
190,1749378350.2201378,0.20164063572883606
194,1749378358.2834344,1.6890233755111694
201,1749378370.8220034,0.8475781679153442
202,1749378372.60729,0.7678124904632568
203,1749378374.4117498,0.7025390863418579
211,1749378388.3406887,0.18886719644069672
213,1749378391.6961093,0.1756250113248825
214,1749378393.3982403,0.16718749701976776
216,1749378396.7642841,0.18058595061302185
219,1749378401.883467,0.1725781410932541
221,1749378405.3374703,0.16347657144069672
223,1749378408.7452538,0.15328125655651093
225,1749378412.0725763,0.13648436963558197
227,1749378415.3973138,0.12300781160593033
232,1749378423.916954,0.09238281100988388
239,1749378436.0216815,1.6476954221725464
252,1749378460.7437034,0.8650781512260437
257,1749378470.5030427,0.52085942029953
260,1749378476.232967,0.2968359589576721
275,1749378504.921759,0.059492189437150955
280,1749378514.8467536,0.05531250312924385
286,1749378526.1383739,1.1106250286102295
297,1749378546.6533158,0.23753908276557922
299,1749378550.433752,0.1653125137090683
305,1749378561.418383,0.05355469137430191
307,1749378565.0610955,0.03378906473517418
313,1749378576.2378411,0.03972656652331352
324,1749378597.16857,0.03324218839406967
326,1749378601.2839031,0.027656251564621925
327,1749378603.3121147,0.5346484780311584
332,1749378612.3374734,1.1003906726837158
333,1749378614.0051093,1.0008203983306885
338,1749378622.9037583,0.621874988079071
340,1749378626.315564,0.46863284707069397
341,1749378627.9892497,0.4110937714576721
353,1749378648.634874,0.07285156100988388
363,1749378665.8344798,0.01777343824505806
370,1749378677.7182138,0.020820312201976776
372,1749378681.1797132,0.018906250596046448
374,1749378684.6060424,0.020976563915610313
376,1749378688.2113516,0.6411328315734863
378,1749378692.442286,1.3869532346725464
388,1749378713.65856,0.819882869720459
391,1749378719.8464203,0.7337109446525574
395,1749378728.0751364,0.5992969274520874
405,1749378748.9377081,0.21460938453674316
411,1749378761.2791097,0.11531250923871994
412,1749378763.386054,0.09839843958616257
414,1749378767.6215265,0.08093749731779099
420,1749378780.3289058,0.026093751192092896
424,1749378787.876217,1.1672266721725464
429,1749378797.0323632,0.9161328673362732
436,1749378809.3489656,0.5794140696525574
443,1749378821.6180453,0.3033203184604645
450,1749378833.9645796,0.1280859410762787
454,1749378840.9297714,0.08121094107627869
456,1749378844.4013507,0.04695312678813934
465,1749378860.3416247,0.028554687276482582
469,1749378865.3728664,1.4767969846725464
476,1749378865.6957314,1.0441406965255737
485,1749378866.11178,0.40042969584465027
492,1749378866.4390593,0.0823046863079071
496,1749378866.632841,0.04671875014901161
499,1749378866.7678773,0.04398437589406967
505,1749378867.0474865,0.0556640625
513,1749378867.4222102,0.0403125025331974
522,1749378867.8491802,0.7764453291893005
526,1749378868.0427675,0.5703125
530,1749378868.232613,0.41785159707069397
538,1749378868.6032515,0.21054688096046448
544,1749378868.8869655,0.1258203238248825
545,1749378868.9343054,0.11855468899011612
551,1749378869.2123628,0.06828125566244125
552,1749378869.2600043,0.07949218899011612
560,1749378869.6449723,0.029140625149011612
564,1749378869.8372712,0.02324218861758709
571,1749378870.1633444,1.4752734899520874
577,1749378870.4437199,1.0686719417572021
578,1749378870.4911044,1.0260547399520874
580,1749378870.5845826,1.017734408378601
590,1749378871.0488365,0.8605079054832458
596,1749378871.331886,0.5553516149520874
597,1749378871.3788207,0.4508984684944153
600,1749378871.5129745,0.19324219226837158
606,1749378871.7944596,0.051445312798023224
607,1749378871.8405235,0.05726562812924385
608,1749378871.8848066,0.058945316821336746
615,1749378872.211683,1.4553515911102295
622,1749378872.5392957,0.7881249785423279
631,1749378872.970744,0.17722657322883606
633,1749378873.063902,0.09285156428813934
638,1749378873.2977102,0.04921875149011612
643,1749378873.534109,0.06898438185453415
650,1749378873.870548,0.062070317566394806
652,1749378873.963186,0.055781252682209015
653,1749378874.0092964,0.054570313543081284
655,1749378874.1018522,0.04574218764901161
657,1749378874.2010486,0.04839843884110451
664,1749378874.5210438,1.1208595037460327
666,1749378874.613544,0.9542579054832458
668,1749378874.7107263,0.7766406536102295
685,1749378875.5035646,0.0962500050663948
691,1749378875.7809663,0.03851562365889549
706,1749378876.4675863,0.03269531577825546
707,1749378876.5126698,0.031132815405726433
709,1749378876.6051736,1.361914038658142
710,1749378876.656784,1.2522265911102295
713,1749378876.7953868,0.9787890315055847
727,1749378877.458376,0.0952734425663948
733,1749378877.7519782,0.07527343928813934
735,1749378877.8479197,0.0905468761920929
740,1749378878.0844738,0.057773441076278687
752,1749378878.6460001,1.328086018562317
757,1749378878.8812008,0.858945369720459
759,1749378878.9812827,0.6528906226158142
765,1749378879.2579975,0.2463672012090683
768,1749378879.39846,0.15183594822883606
773,1749378879.6269026,0.059335943311452866
778,1749378879.8596752,0.07105468958616257
781,1749378879.9979157,0.03632812574505806
782,1749378880.0443873,0.042500000447034836
785,1749378880.182972,0.03550781309604645
793,1749378880.55806,0.04343750327825546
799,1749378880.8414009,0.8628906607627869
811,1749378881.4058957,0.20496094226837158
812,1749378881.451686,0.1725781410932541
817,1749378881.6894555,0.07242187857627869
826,1749378882.1189175,0.046757813543081284
829,1749378882.257797,0.04332031309604645
839,1749378882.730601,0.046601563692092896
843,1749378882.924486,0.03562500327825546
847,1749378883.1118217,1.357421875
849,1749378883.1998153,1.2332812547683716
851,1749378883.2944684,1.0187891721725464
852,1749378883.3416862,0.9021094441413879
854,1749378883.440468,0.7725390791893005
865,1749378883.9578834,0.11847656965255737
866,1749378884.0039747,0.09707031399011612
867,1749378884.0508444,0.07789062708616257
869,1749378884.151267,0.056171875447034836
871,1749378884.2456176,0.036250002682209015
875,1749378884.4381542,0.03945312649011612
877,1749378884.5322819,0.04691406339406967
884,1749378884.8614924,0.03824218735098839
885,1749378884.9124205,0.03972656652331352
889,1749378885.0985396,0.041523437947034836
894,1749378885.3401086,1.0034375190734863
897,1749378885.4811878,0.8151171803474426
900,1749378885.627587,0.6192187666893005
902,1749378885.7195485,0.4896484315395355
905,1749378885.8653119,0.35550782084465027
909,1749378886.0597548,0.2380078136920929
914,1749378886.3003294,0.13843749463558197
921,1749378886.6385992,0.051132816821336746
926,1749378886.8850152,0.024179687723517418
935,1749378887.3173342,0.021406250074505806
941,1749378887.6014495,1.130859375
945,1749378887.7853863,0.7915624976158142
949,1749378887.978411,0.5141406655311584
951,1749378888.0693104,0.4500390589237213
957,1749378888.3542886,0.16312500834465027
972,1749378889.0658493,0.03757812827825546
975,1749378889.2076693,0.04878906533122063
983,1749378889.5749316,0.05160156637430191
990,1749378889.904061,0.6735937595367432
999,1749378890.3305523,0.36332032084465027
1000,1749378890.4923007,0.32468751072883606
1007,1749378890.8497813,0.18031249940395355
1011,1749378891.0601285,0.13773438334465027
1013,1749378891.1607895,0.11640625447034836
1017,1749378891.3629882,0.0905468761920929
1026,1749378891.7934587,0.0373828150331974
1034,1749378892.1999762,0.029453126713633537
1040,1749378892.50472,1.3942188024520874
1043,1749378892.6601763,1.0592187643051147
1056,1749378893.310502,0.13761720061302185
1057,1749378893.3592513,0.12031250447034836
1062,1749378893.6114874,0.05136718973517418
1064,1749378893.7162273,0.052656251937150955
