step,wall_time,value
0,1749554701.775715,10.0
1,1749554701.77573,79.91000366210938
2,1749554701.775737,87.80999755859375
3,1749554701.775744,87.27999877929688
4,1749554701.7757492,81.38999938964844
5,1749554701.775754,58.63999938964844
6,1749554701.775758,74.13999938964844
7,1749554701.775763,47.349998474121094
8,1749554701.775767,21.549999237060547
9,1749554701.7757719,11.579999923706055
10,1749554701.775777,13.40999984741211
