step,wall_time,value
0,1749428121.107621,8.46519023180008
1,1749428121.107621,75.80102682113647
2,1749428121.107621,84.88923907279968
3,1749428121.107621,88.2219135761261
4,1749428121.107621,89.68552350997925
5,1749428121.107621,91.43591523170471
6,1749428121.107621,92.75118708610535
7,1749428121.107621,93.89833807945251
8,1749428121.107621,94.27412748336792
9,1749428121.107621,94.77847814559937
10,1749428121.107621,94.9663758277893
